song_title,lyrics,prompt
Lamborghini Angels,"[Verse 1: Lupe Fiasco]
With a circle on the floor he compels them to be pure
Pulls the beast out of his heart then impales it on a sword
Writes a prayer on some paper and then he nails it to the door
Just the good of you may enter by the mercy of the lord
Listen not to what he speaks, that's been the cursing of his cause
A seduction of his senses by the devils he adores
The unholy has him hostage and his soul is now at war
Follow not his secret knowledge it will bring you no reward
Shun him while in public disallow him from your stores
Have no part in his affairs 'less his pestilence be yours
Make scoundrels of the righteous and virgins into whores
But we must still pray that his color will be cured",Write a verse in the style of Lupe Fiasco focusing on the internal struggle between good and evil.
Lamborghini Angels,"[Hook: Lupe Fiasco]
I see diamond-flooded demons
Lamborghini angels
Lamborghini angels
Lamborghini angels
Halos down with the doors flapping when they came through
Halos down with the doors flapping when they came through
","Write a hook in the style of Lupe Fiasco, describing extravagant and heavenly figures like diamond-flooded demons and Lamborghini angels."
Lamborghini Angels,"[Verse 2: Lupe Fiasco]
With her eyes to the ceiling and a needle in her brain
He looks back into the crowd, wipes the blood and then explains
How she slipped from this existence to the realm of the deranged
Her becoming must be halted to reverse what she became
From the looseness of her tongue, to the pollution of her aims
To do nothing is barbaric, the solution is humane
You must destroy the mind and hopefully retrain
You torture out the wildness, then replace it with the tame
Blank slate when she recovers, she won't even know her name
Perfect wife and perfect lover, no resistance, no complaints
May God bless the scientific cure for the insane
Knew she couldn't go to school, but she thought that that should change
",Write a verse in the style of Lupe Fiasco exploring the consequences of using extreme measures to alter someone's behavior.
Lamborghini Angels,"[Hook: Lupe Fiasco]
I see diamond-flooded demons
Lamborghini angels
Lamborghini angels
Lamborghini angels
Halos down with the doors flapping when they came through
Halos down with the doors flapping when they came through",Write a hook in the style of Lupe Fiasco describing the juxtaposition of diamond-flooded demons and Lamborghini angels.
Lamborghini Angels,"[Verse 3: Lupe Fiasco]
With his crucifix inside his pocket said his mission is divine
Put his Bible on the bed and then he touched on his behind
Told him take off all his clothes and put your penis next to mine
Now the little boy think it's normal because they do this all the time
With no life inside his body now he finally think he’s safe
But they cut off all his fingers while they piss all in his face
He take pictures with his killers then they sneak back to the states
Now he sit next to the picture of his wife when she was raped
With the teleprompter rolling he looks right into the lens
Doesn’t mention his redemption but absolves him of his sins
He forgives them in advance says that he will do again
",Write a verse in the style of Lupe Fiasco depicting a dark story of manipulation and betrayal.
Lamborghini Angels,"[John F. Kennedy: Lupe Fiasco]
My fellow Americans...
",Write a spoken word piece in the style of Lupe Fiasco exploring the challenges and triumphs of being a leader in the face of adversity.
Lamborghini Angels,"[Hook: Lupe Fiasco]
I see diamond-flooded demons
Lamborghini angels
Lamborghini angels
Lamborghini angels
Halos down with the doors flapping when they came through
Halos down with the doors flapping when they came through",Write a hook in the style of Lupe Fiasco that juxtaposes diamond-flooded demons with Lamborghini angels.
Old School Love,"[Intro: Ed Sheeran]
Give me that old school love right now
You know when I hold you, you won’t be alone
As long as I'm here, as long as you love me
Give me that old school love right now
As long as I'm here, as long as you love me
Give me that old school love right now
",Write an intro in the style of Ed Sheeran that reminisces about the simplicity and sincerity of old school love.
Old School Love,"[Verse 1: Lupe Fiasco]
Give me that late 80s early 90s old school
Feeling like my second album, so cool
Chiraq summer looking so cruel
Look shorty in the eye, told me it was no rules
Went to speak but was like never mind
Let my mind just sneak back to a better time
When I was his age and if he's ever mine
Thinking he would only think back to this and never find
Better times to think back to when it comes
And he's older in the presence of somebody young
Telling him the same things that he told me
And he reacts the same way as that OG
But it's old school, it's like '03
And this old man is my old me
Takes a long time to happen so fast
To realize that your future is somebody else's past
Wassup...",Write a verse in the style of Lupe Fiasco reflecting on the passage of time and the cyclical nature of life.
Old School Love,"[Hook: Ed Sheeran]
As long as I'm here, as long as you love me
Give me that old school love right now
As long as I'm here, as long as you love me
Give me that old school love right now
","Write a chorus in the style of Ed Sheeran, expressing a longing for old school love."
Old School Love,"[Verse 2: Lupe Fiasco]
Analog black vinyl spinning sounding so good
Top down, can't be a classic if it's no wood
If you don't know what, then you new school
Floor model is the foundation for your YouTubes
Model flows off of Fat Boys and Juice Crews
Melle Mel's, Ice-T's, and the 2 Cools
Add a Moe Dee and a Double L
Had to walk cause it's hard to run in those unbuckled shells
One microphone and a couple 12s
Six drum sounds and a couple bells
Is all you had to make a couple rails
And that's a track,
 
and if you want a (eeeeeeeh)
You have to make it like that
Now what's one turtle to a couple snails?
Takes a long time to happen so fast
And realize your future is somebody else's past
Wassup...
",Write a verse in the style of Lupe Fiasco reflecting on the evolution of hip-hop and the foundational elements of the genre.
Old School Love,"[Hook: Ed Sheeran]
As long as I'm here, as long as you love me
Give me that old school love right now
As long as I'm here, as long as you love me
Give me that old school love right now","Write a hook in the style of Ed Sheeran expressing the timeless feeling of receiving ""old school love."""
Old School Love,"[Verse 3: Lupe Fiasco]
Chiraq summer looking so cruel
How can I reel-to-reel when there's Pro Tool?
I can't dig it at all because there's no tube
Fire when you speak but ain't no warmth in your vocals
Might have been a better rhyme then just never mind
If it's better with time then think in line
That you're going to be your nicest 'round your midlife crisis
If you're life like Christ live your midlife like it's... Christ-like
Nigga I ain't psychic
I know it's all a cycle and everybody bike it
And France is enormous you're Lance with endorsements
But you might need a hand to enhance your performance
Consider this a kilogram of encouragement
Teach you how to sneak it past the enforcement
And when you get it through in a manner so cool
Remember to give a little nod to the old school
Wassup...
",Write a verse in the style of Lupe Fiasco reflecting on the challenges of staying true to yourself in a competitive environment.
Old School Love,"[Bridge: Ed Sheeran]
Give me your old school love right now
I'm leaving it all up to you darling, giving you everything you want
And give me that old school love right now
You know that only you and me alone...
","Write a bridge in the style of Ed Sheeran, exploring the nostalgia and simplicity of old school love."
Old School Love,"[Hook: Ed Sheeran]
As long as I'm here, as long as you love me
Give me that old school love right now
As long as I'm here, as long as you love me
Give me that old school love right now",Write a hook in the style of Ed Sheeran that expresses a nostalgic longing for old school love.
Adoration of the Magi,"[Verse 1: Lupe Fiasco]
You're so smart, you're like, a contemporary museum of art
That farts, that's harsh, narcissism, on narcotics
On sharp objects in large pockets
At dark, you ain't gotta hide it, keep it, ""Metal Gear Solid""
Lead the leaders, that's how you file it, then clobber it
Low on energy, find peach cobbler then gobble it, yeah
It's food in them drums and boxes
If you beat 'em up then they'll drop it
And they'll rapidly flicker till they disappear
Blinking gradually quickens 'til they isn't here
And that's da da da da da da da da da da...
Just to be back in, reincarnated, exact twin
Exact ten, exact twelve
Ba ba ba ba ba ba ba ba ba ba (Exact self)
Do I really gotta say it? Didn't we all play it?
Dojo, Abobo, over shoulder throw, polo
Billy, Jimmy, even on the low low
","Write a verse in the style of Lupe Fiasco, exploring the complexities of self-awareness and introspection."
